0.093878,0.074074,1,0.409091,0.272727,0.37931,0,0,0,0,0.499576,0.588235,0.572406,0.544041,0.391304,0.514554,0.527402,0.544041,0.499576,0.033333,0.25,0,0.272727,0.409091,0.285714,0,0,0,0,0.464844,0.588235,0.557608,0.494505,0.579545,0.485446,0.472598,0.494505,0.464844,0
0.028571,0.037037,0,0.227273,0.227273,0.172414,0,0,0,0,0.306993,0.588235,0.508577,0.435233,0.467391,0.355294,0.461512,0.435233,0.306993,0.022222,0.041667,1,0.227273,0.227273,0.071429,1,1,1,0.5,0.55625,0.588235,0.590732,0.730769,0.545455,0.644706,0.538488,0.730769,0.55625,0
0.040816,0,0,0.318182,0.5,0.137931,0.5,1,0,0,0.415003,0.529412,0.504948,0.497409,0.5,0.433152,0.46943,0.497409,0.415003,0.033333,0.125,1,0.5,0.318182,0.5,0,0,0,0,0.52717,0.588235,0.575144,0.527473,0.272727,0.566848,0.53057,0.527473,0.52717,0
0.155102,0.037037,0,0.181818,0.227273,0.172414,0.5,0,1,0,0.3413,0.705882,0.647864,0.57513,0.597826,0.42647,0.527459,0.57513,0.3413,0.033333,0.083333,1,0.227273,0.181818,0.357143,0,0,0,0,0.457118,0.647059,0.635039,0.703297,0.488636,0.57353,0.472541,0.703297,0.457118,0
0.285714,0.148148,0,0.272727,0.272727,0.206897,0,0,0,0,0.437129,0.705882,0.696437,0.621762,0.619565,0.440687,0.540863,0.621762,0.437129,0.040741,0.083333,1,0.272727,0.272727,0.25,0.5,1,0,0,0.5375,0.647059,0.664859,0.648352,0.715909,0.559313,0.459137,0.648352,0.5375,0
0.053061,0,0,0.227273,0.136364,0.206897,0.5,1,0,0,0.398504,0.705882,0.664935,0.699482,0.456522,0.51702,0.533567,0.699482,0.398504,0.111111,0.208333,1,0.136364,0.227273,0.071429,0,0,0,0,0.346267,0.647059,0.643426,0.626374,0.625,0.48298,0.466433,0.626374,0.346267,1
0.053061,0.111111,1,0.318182,0.272727,0.241379,0.5,1,0,0,0.473672,0.647059,0.566469,0.699482,0.576087,0.593847,0.616255,0.699482,0.473672,0.188889,0.041667,0,0.272727,0.318182,0.321429,0,0,0,0,0.282205,0.470588,0.418417,0.313187,0.352273,0.406153,0.383745,0.313187,0.282205,1
0.044898,0.074074,0,0.227273,0.590909,0.103448,0,0,0,0,0.35271,0.529412,0.498103,0.61658,0.521739,0.368435,0.482608,0.61658,0.35271,0.033333,0,1,0.590909,0.227273,0.392857,0.5,1,0,0,0.582292,0.529412,0.548373,0.274725,0.568182,0.631565,0.517392,0.274725,0.582292,0
0.044898,0.111111,0,0.318182,0.318182,0.275862,0,0,0,0,0.437206,0.764706,0.695118,0.512953,0.663043,0.396959,0.484249,0.512953,0.437206,0.033333,0.083333,1,0.318182,0.318182,0.178571,1,1,1,0,0.622222,0.705882,0.748306,0.730769,0.556818,0.603041,0.515751,0.730769,0.622222,0
0.032653,0.037037,1,0.181818,0.227273,0.172414,0.5,1,0,0,0.33359,0.647059,0.553109,0.673575,0.423913,0.416289,0.438833,0.673575,0.33359,0.037037,0.083333,0,0.227273,0.181818,0.142857,0,0,0,0,0.468142,0.588235,0.670451,0.769231,0.443182,0.583711,0.561167,0.769231,0.468142,1
